stop_no,stop_name,line_con,Point,boundary
51180,Westbound E 41 Ave @ Kerr St,041,"[-123.040741, 49.233031]",Renfrew-Collingwood
51181,Westbound E 41 Ave @ Rupert St,041; R4,"[-123.043713, 49.233057]",Renfrew-Collingwood
51182,Westbound E 41 Ave @ Killarney St,041,"[-123.046378, 49.23303]",Renfrew-Collingwood
51183,Westbound E 41 Ave @ Earles St,041,"[-123.049155, 49.232858]",Renfrew-Collingwood
51184,Westbound Kingsway @ McKinnon St,019; N19,"[-123.038053, 49.235237]",Renfrew-Collingwood
51185,Westbound Kingsway @ Spencer St,019; N19,"[-123.041047, 49.235933]",Renfrew-Collingwood
51186,Westbound Kingsway @ Rupert St,019; 026; N19,"[-123.04296, 49.236114]",Renfrew-Collingwood
51187,Westbound Kingsway @ Fairmont St,019; 026; N19,"[-123.046942, 49.236931]",Renfrew-Collingwood
51189,Westbound Kingsway @ Victoria Dr,019; 025; N19,"[-123.065671, 49.245543]",Kensington-Cedar Cottage
51190,Westbound Kingsway @ Miller St,019; 025; N19,"[-123.06911, 49.247137]",Kensington-Cedar Cottage
51193,Westbound Kingsway @ Knight St,019; N19,"[-123.076585, 49.25051]",Kensington-Cedar Cottage
51194,Westbound Kingsway @ Inverness St,019; N19,"[-123.080257, 49.252366]",Kensington-Cedar Cottage
51195,Westbound Kingsway @ Windsor St,019; N19,"[-123.084079, 49.254147]",Kensington-Cedar Cottage
51197,Westbound Kingsway @ Fraser St,019; N19,"[-123.090227, 49.257027]",Mount Pleasant
51198,Westbound Kingsway @ St. George St,019; N19,"[-123.093585, 49.25817]",Mount Pleasant
51199,Westbound Kingsway @ E 12 Ave,019; N19,"[-123.096663, 49.260171]",Mount Pleasant
51202,Westbound Harrison Dr @ Victoria Dr,020,"[-123.065781, 49.210673]",Victoria-Fraserview
51203,Northbound Victoria Dr @ Fraserview Dr,020; N20,"[-123.065964, 49.212765]",Victoria-Fraserview
51204,Northbound Victoria Dr @ E 61 Ave,020; N20,"[-123.065913, 49.214832]",Victoria-Fraserview
51205,Northbound Victoria Dr @ Brigadoon Ave,020; N20,"[-123.065874, 49.21691]",Victoria-Fraserview
51206,Northbound Victoria Dr @ Upland Dr,020; N20,"[-123.065832, 49.218398]",Victoria-Fraserview
51207,Northbound Victoria Dr @ E 54 Ave,020; N20,"[-123.065738, 49.220662]",Victoria-Fraserview
51208,Northbound Victoria Dr @ E 51 Ave,020; N20,"[-123.065653, 49.223425]",Victoria-Fraserview
51209,Northbound Victoria Dr @ E 49 Ave,020; N20,"[-123.065603, 49.225458]",Victoria-Fraserview
51210,Northbound Victoria Dr @ Waverley Ave,020; N20,"[-123.065556, 49.227465]",Victoria-Fraserview
51211,Northbound Victoria Dr @ E 45 Ave,020; N20,"[-123.065483, 49.229847]",Victoria-Fraserview
51212,Northbound Victoria Dr @ E 43 Ave,020; N20,"[-123.065432, 49.231503]",Victoria-Fraserview
51213,Northbound Victoria Dr @ E 26 Ave,020; N20,"[-123.064952, 49.247959]",Kensington-Cedar Cottage
51215,Northbound Victoria Dr @ E 22 Ave,020; N20,"[-123.064898, 49.250596]",Kensington-Cedar Cottage
51216,Northbound Victoria Diversion @ Victoria Dr,020; N20,"[-123.066572, 49.253274]",Kensington-Cedar Cottage
51217,Northbound Commercial Dr @ Findlay St,020; N20,"[-123.068394, 49.254682]",Kensington-Cedar Cottage
51219,Northbound Commercial Dr @ E 14 Ave,020; N20,"[-123.069745, 49.258015]",Kensington-Cedar Cottage
51220,Northbound Commercial Dr @ E 12 Ave,020; N20,"[-123.069673, 49.259948]",Kensington-Cedar Cottage
51225,Northbound Commercial Dr @ E 3rd Ave,020; N20,"[-123.06953, 49.268043]",Grandview-Woodland
51226,Northbound Commercial Dr @ E 1st Ave,020; N20,"[-123.069518, 49.269918]",Grandview-Woodland
51227,Northbound Commercial Dr @ Grant St,020; N20,"[-123.069481, 49.271608]",Grandview-Woodland
51228,Northbound Commercial Dr @ Charles St,020; N20,"[-123.06943, 49.273323]",Grandview-Woodland
51229,Northbound Commercial Dr @ Napier St,020; N20,"[-123.069418, 49.275134]",Grandview-Woodland
51231,Northbound Commercial Diversion @ Venables St,020; N20,"[-123.069433, 49.277014]",Grandview-Woodland
51232,Northbound Commercial Dr @ E Georgia St,020; N20,"[-123.070346, 49.278704]",Grandview-Woodland
51233,Northbound Commercial Dr @ E Pender St,020; N20,"[-123.070272, 49.280571]",Grandview-Woodland
51234,Southbound Commercial Dr @ E Hastings St,020; N20,"[-123.070549, 49.280806]",Grandview-Woodland
51235,Southbound Commercial Dr @ Frances St,020; N20,"[-123.070545, 49.279104]",Grandview-Woodland
51236,Southbound Commercial Diversion @ Adanac St,020; N20,"[-123.069881, 49.277328]",Grandview-Woodland
51237,Southbound Commercial Dr @ Parker St,020; N20,"[-123.06961, 49.275512]",Grandview-Woodland
51238,Southbound Commercial Dr @ William St,020; N20,"[-123.069647, 49.273685]",Grandview-Woodland
51239,Southbound Commercial Dr @ Kitchener St,020; N20,"[-123.069692, 49.271878]",Grandview-Woodland
51240,Southbound Commercial Dr @ Graveley St,020; N20,"[-123.069755, 49.270207]",Grandview-Woodland
51241,Southbound Commercial Dr @ E 2nd Ave,020; N20,"[-123.069776, 49.268438]",Grandview-Woodland
51242,Southbound Commercial Dr @ E 4th Ave,020; N20,"[-123.069808, 49.266576]",Grandview-Woodland
51243,Southbound Commercial Dr @ E 6th Ave,020; N20,"[-123.069842, 49.264806]",Grandview-Woodland
51244,Southbound Victoria Dr @ E 41 Ave,020; N20,"[-123.065682, 49.232253]",Victoria-Fraserview
51245,Southbound Victoria Dr @ E 43 Ave,020; N20,"[-123.065727, 49.230264]",Victoria-Fraserview
51246,Southbound Victoria Dr @ Waverley Ave,020; N20,"[-123.065819, 49.226693]",Victoria-Fraserview
51248,Southbound Victoria Dr @ E 49 Ave,020; N20,"[-123.065873, 49.224857]",Victoria-Fraserview
51249,Southbound Victoria Dr @ E 51 Ave,020; N20,"[-123.065922, 49.223127]",Victoria-Fraserview
51250,Southbound Victoria Dr @ E 53 Ave,020; N20,"[-123.065964, 49.221481]",Victoria-Fraserview
51251,Southbound Victoria Dr @ Argyle Dr,020; N20,"[-123.065976, 49.219611]",Victoria-Fraserview
51252,Southbound Victoria Dr @ Upland Dr,020; N20,"[-123.066039, 49.217768]",Victoria-Fraserview
51254,Southbound Victoria Dr @ Newport Ave,020; N20,"[-123.066092, 49.215036]",Victoria-Fraserview
51255,Southbound Victoria Dr @ Thornhill Dr,020; N20,"[-123.066138, 49.213015]",Victoria-Fraserview
51256,Southbound Victoria Dr @ E 64 Ave,020; N20,"[-123.066167, 49.21118]",Victoria-Fraserview
51259,Northbound Mackenzie St @ W 38 Ave,002; N22,"[-123.170182, 49.237919]",Arbutus-Ridge
51261,Northbound Mackenzie St @ W 34 Ave,002; N22,"[-123.170144, 49.241595]",Arbutus-Ridge
51263,Northbound Mackenzie St @ W 30 Ave,002; N22,"[-123.17011, 49.245547]",Arbutus-Ridge
51265,Northbound Quesnel Dr @ W King Edward Ave,002; N22,"[-123.1717, 49.249571]",Arbutus-Ridge
51266,Northbound Macdonald St @ W King Edward Ave,002; N22,"[-123.167771, 49.248517]",Arbutus-Ridge
51267,Northbound Macdonald St @ Oliver Cres,002; N22,"[-123.167732, 49.249455]",Arbutus-Ridge
51269,Northbound Macdonald St @ W 22 Ave,002; N22,"[-123.167687, 49.253089]",Arbutus-Ridge
51272,Eastbound E Pender St @ Main St,022,"[-123.099245, 49.280323]",Strathcona
51273,Southbound Gore Ave @ Keefer St,022,"[-123.097251, 49.279105]",Strathcona
51274,Southbound Gore Ave @ Union St,022,"[-123.09702, 49.27736]",Strathcona
51275,Eastbound Terminal Ave @ Western St,022,"[-123.098889, 49.272477]",Strathcona
51276,Eastbound Terminal Ave @ Thornton St,022,"[-123.093947, 49.271619]",Strathcona
51277,Eastbound Terminal Ave @ Begg St,022,"[-123.087037, 49.270461]",Strathcona
51278,Eastbound Prior St @ Dunlevy Ave,022,"[-123.095194, 49.276624]",Strathcona
51279,Eastbound Prior St @ Princess Ave,022,"[-123.091207, 49.276551]",Strathcona
51280,Eastbound Prior St @ Hawks Ave,022,"[-123.087659, 49.276481]",Strathcona
51281,Eastbound Prior St @ Campbell Ave,022,"[-123.084506, 49.276442]",Strathcona
51282,Eastbound Venables St @ Glen Dr,022,"[-123.080955, 49.276727]",Strathcona
51283,Eastbound Venables St @ Vernon Dr,022,"[-123.07825, 49.276697]",Strathcona
51284,Southbound Clark Dr @ Parker St,022,"[-123.077375, 49.275523]",Strathcona
51285,Southbound Clark Dr @ William St,022,"[-123.07742, 49.27378]",Strathcona
51286,Southbound Clark Dr @ Grant St,022,"[-123.077466, 49.271208]",Strathcona
51287,Southbound Clark Dr @ E 1st Ave,022,"[-123.077555, 49.268967]",Strathcona
51288,Southbound Clark Dr @ E 3rd Ave,022,"[-123.077527, 49.267558]",Strathcona
51289,Southbound Clark Dr @ E 6th Ave,022,"[-123.07763, 49.264806]",Mount Pleasant
51290,Southbound Clark Dr @ E Broadway,022,"[-123.07773, 49.262018]",Mount Pleasant
51291,Southbound Clark Dr @ E 12 Ave,022,"[-123.077691, 49.259354]",Mount Pleasant
51296,Southbound Knight St @ E 23 Ave,022,"[-123.076243, 49.249651]",Kensington-Cedar Cottage
51297,Southbound Knight St @ E King Edward Ave,022,"[-123.076298, 49.248155]",Kensington-Cedar Cottage
51298,Southbound Knight St @ E 27 Ave,022,"[-123.076373, 49.24614]",Kensington-Cedar Cottage
51299,Southbound Knight St @ E 29 Ave,022,"[-123.076425, 49.244204]",Kensington-Cedar Cottage
51300,Southbound Knight St @ E 31 Ave,022,"[-123.076486, 49.242149]",Kensington-Cedar Cottage
51301,Southbound Knight St @ E 33 Ave,022,"[-123.07656, 49.23988]",Kensington-Cedar Cottage
51302,Southbound Knight St @ E 35 Ave,022,"[-123.076911, 49.238186]",Kensington-Cedar Cottage
51303,Southbound Knight St @ E 37 Ave,022,"[-123.07705, 49.236514]",Kensington-Cedar Cottage
51304,Southbound Knight St @ E 39 Ave,022,"[-123.077104, 49.234472]",Kensington-Cedar Cottage
51305,Southbound Knight St @ E 41 Ave,022,"[-123.077224, 49.232305]",Sunset
51306,Southbound Knight St @ E 43 Ave,022,"[-123.077253, 49.230318]",Sunset
51307,Southbound Knight St @ E 45 Ave,022,"[-123.077321, 49.228692]",Sunset
51308,Southbound Knight St @ E 47 Ave,022,"[-123.077362, 49.227344]",Sunset
51309,Southbound Knight St @ E 49 Ave,022; 430,"[-123.077479, 49.224925]",Sunset
51310,Southbound Knight St @ E 51 Ave,022,"[-123.077505, 49.223084]",Sunset
51311,Southbound Knight St @ E 53 Ave,022,"[-123.077568, 49.221522]",Sunset
51313,Southbound Knight St @ E 57 Ave,022; 430,"[-123.077162, 49.218344]",Sunset
51314,Southbound Knight St @ E 58 Ave,022,"[-123.077184, 49.216969]",Sunset
51315,Southbound Knight St @ E 60 Ave,022,"[-123.077208, 49.215154]",Sunset
51316,Southbound Knight St @ E 62 Ave,022; 430,"[-123.077228, 49.213443]",Sunset
51317,Southbound Knight St @ E 63 Ave,022,"[-123.077238, 49.212389]",Sunset
51318,Knight St Underpass @ SE Marine Dr,022,"[-123.076921, 49.21125]",Victoria-Fraserview
51326,Northbound Knight St @ E 63 Ave,022; 430,"[-123.076965, 49.213213]",Victoria-Fraserview
51327,Northbound Knight St @ E 61 Ave,022,"[-123.076944, 49.214995]",Victoria-Fraserview
51328,Northbound Knight St @ E 59 Ave,022,"[-123.076922, 49.216763]",Victoria-Fraserview
51329,Northbound Knight St @ E 57 Ave,022; 430,"[-123.076884, 49.218444]",Victoria-Fraserview
51330,Northbound Knight St @ E 53 Ave,022,"[-123.077282, 49.221998]",Victoria-Fraserview
51331,Northbound Knight St @ E 51 Ave,022,"[-123.077214, 49.223765]",Victoria-Fraserview
51332,Northbound Knight St @ E 49 Ave,022,"[-123.077098, 49.225701]",Victoria-Fraserview
51333,Northbound Knight St @ E 47 Ave,022,"[-123.077067, 49.227974]",Victoria-Fraserview
51334,Northbound Knight St @ E 45 Ave,022,"[-123.077025, 49.229335]",Victoria-Fraserview
51335,Northbound Knight St @ E 43 Ave,022,"[-123.076961, 49.230966]",Victoria-Fraserview
51336,Northbound Knight St @ E 41 Ave,022,"[-123.076848, 49.233088]",Kensington-Cedar Cottage
51337,Northbound Knight St @ E 39 Ave,022,"[-123.07681, 49.235113]",Kensington-Cedar Cottage
51338,Northbound Knight St @ E 37 Ave,022,"[-123.076748, 49.237188]",Kensington-Cedar Cottage
51339,Northbound Knight St @ E 33 Ave,022,"[-123.076257, 49.240543]",Kensington-Cedar Cottage
51340,Northbound Knight St @ E 32 Ave,022,"[-123.076223, 49.24199]",Kensington-Cedar Cottage
51341,Northbound Knight St @ E 30 Ave,022,"[-123.076163, 49.244049]",Kensington-Cedar Cottage
51342,Northbound Knight St @ E 28 Ave,022,"[-123.076103, 49.245776]",Kensington-Cedar Cottage
51343,Northbound Knight St @ E King Edward Ave,022,"[-123.075932, 49.248848]",Kensington-Cedar Cottage
51344,Northbound Knight St @ Kingsway,022,"[-123.075903, 49.249685]",Kensington-Cedar Cottage
51345,Northbound Knight St @ E 20 Ave,022,"[-123.075894, 49.252354]",Kensington-Cedar Cottage
51346,Northbound Knight St @ E 19 Ave,022,"[-123.075837, 49.253818]",Kensington-Cedar Cottage
51347,Northbound Knight St @ E 17 Ave,022,"[-123.075773, 49.255554]",Kensington-Cedar Cottage
51349,Northbound Clark Dr @ E 11 Ave,022,"[-123.077343, 49.260268]",Kensington-Cedar Cottage
51350,Northbound Clark Dr @ E Broadway,022,"[-123.077367, 49.262754]",Grandview-Woodland
51351,Northbound Clark Dr @ E 6th Ave,022,"[-123.077316, 49.264845]",Grandview-Woodland
51352,Northbound Clark Dr @ E 3rd Ave,022,"[-123.077256, 49.268147]",Grandview-Woodland
51353,Westbound Terminal Ave @ Begg St,022,"[-123.087153, 49.270771]",Strathcona
51354,Westbound Terminal Ave @ Thornton St,022,"[-123.093108, 49.271779]",Strathcona
51356,Northbound Clark Dr @ E 1st Ave,022,"[-123.077215, 49.269991]",Grandview-Woodland
51357,Northbound Clark Dr @ Grant St,022,"[-123.077197, 49.271749]",Grandview-Woodland
51358,Northbound Clark Dr @ William St,022,"[-123.077153, 49.274264]",Grandview-Woodland
51359,Westbound Venables St @ Clark Dr,022,"[-123.077921, 49.276842]",Strathcona
51360,Westbound Venables St @ Vernon Dr,022,"[-123.079737, 49.276868]",Strathcona
51361,Westbound Venables St @ Raymur Ave,022,"[-123.083149, 49.276876]",Strathcona
51362,Westbound Prior St @ Hawks Ave,022,"[-123.087839, 49.27661]",Strathcona
51363,Westbound Prior St @ Heatley Ave,022,"[-123.09021, 49.276651]",Strathcona
51364,Westbound Prior St @ Jackson Ave,022,"[-123.094157, 49.276725]",Strathcona
51366,Northbound Gore Ave @ E Georgia St,022,"[-123.097008, 49.278838]",Strathcona
51367,Westbound E Pender St @ Gore Ave,022,"[-123.097706, 49.280427]",Strathcona
51368,Southbound Macdonald St @ W 4th Ave,002; 014; N22,"[-123.168411, 49.268064]",Kitsilano
51370,Eastbound W Pender St @ Nicola St,019,"[-123.128771, 49.289898]",Downtown
51371,Eastbound W Pender St @ Broughton St,019,"[-123.127117, 49.289364]",Downtown
51372,Eastbound W Pender St @ Jervis St,019,"[-123.125208, 49.288846]",Downtown
51373,Eastbound W Pender St @ Bute St,019,"[-123.123062, 49.288213]",Downtown
51374,Eastbound W Hastings St @ Granville St,R5,"[-123.11425, 49.285445]",Downtown
51470,Kootenay Loop @ Bay 6,028; 130; 222,"[-123.026407, 49.281212]",Hastings-Sunrise
51471,Westbound W Pender St @ Thurlow St,019,"[-123.120865, 49.287731]",Downtown
51472,Westbound W Pender St @ Bute St,019,"[-123.123694, 49.288565]",Downtown
51473,Westbound W Pender St @ Broughton St,019,"[-123.12775, 49.289741]",Downtown
51474,Westbound W Georgia St @ Cardero St,019; 240; 241; 246; 247; 250; 253; 254; N24,"[-123.130883, 49.290935]",Downtown
51475,Westbound W Georgia St @ Denman St,019; 240; 241; 246; 247; 250; 253; 254; 257; N24,"[-123.134018, 49.292951]",Downtown
51476,Westbound W Georgia St @ Gilford St,019,"[-123.13563, 49.294006]",Downtown
51490,Eastbound W 16 Ave @ Camosun St,025; 033,"[-123.197494, 49.257986]",Dunbar-Southlands
51491,Eastbound W 16 Ave @ Crown St,025; 033,"[-123.193063, 49.257917]",Dunbar-Southlands
51492,Eastbound W 16 Ave @ Highbury St,025; 033,"[-123.187544, 49.257833]",Dunbar-Southlands
51493,Eastbound W King Edward Ave @ Dunbar St,025,"[-123.184491, 49.249918]",Dunbar-Southlands
51495,Eastbound W King Edward Ave @ Blenheim St,025,"[-123.178128, 49.249892]",Dunbar-Southlands
51497,Eastbound W King Edward Ave @ Quesnel Dr,025,"[-123.172403, 49.250075]",Dunbar-Southlands
51498,Eastbound W King Edward Ave @ Puget Dr,025,"[-123.167306, 49.247954]",Arbutus-Ridge
51499,Eastbound W King Edward Ave @ Brakenridge St,025,"[-123.162016, 49.248553]",Arbutus-Ridge
51500,Eastbound W King Edward Ave @ Valley Dr,025,"[-123.158783, 49.249818]",Arbutus-Ridge
51501,Eastbound W King Edward Ave @ Yew St,025,"[-123.155187, 49.251217]",Arbutus-Ridge
51502,Eastbound W King Edward Ave @ Arbutus St,025,"[-123.153365, 49.251448]",Arbutus-Ridge
51503,Eastbound W King Edward Ave @ Maple Cres,025,"[-123.151127, 49.250503]",Shaughnessy
51504,Eastbound W King Edward Ave @ Cypress St,025,"[-123.148494, 49.249462]",Shaughnessy
51505,Eastbound W King Edward Ave @ Marguerite St,025,"[-123.144254, 49.249352]",Shaughnessy
51507,Eastbound W King Edward Ave @ Granville St,025,"[-123.138678, 49.249267]",Shaughnessy
51508,Eastbound W King Edward Ave @ Hudson St,025,"[-123.133894, 49.249192]",Shaughnessy
51510,Eastbound W King Edward Ave @ Oak St,025,"[-123.127001, 49.24909]",South Cambie
51511,Eastbound W King Edward Ave @ Willow St,025,"[-123.121932, 49.248988]",South Cambie
51513,King Edward Station @ Bay 3,025,"[-123.114707, 49.248866]",Riley Park
51518,Eastbound E King Edward Ave @ Main St,025,"[-123.100559, 49.248697]",Riley Park
51519,Eastbound E King Edward Ave @ Prince Edward St,025,"[-123.096185, 49.248638]",Riley Park
51520,Eastbound E King Edward Ave @ St. George St,025,"[-123.093688, 49.248609]",Riley Park
51521,Eastbound E King Edward Ave @ Fraser St,025,"[-123.08963, 49.24856]",Kensington-Cedar Cottage
51522,Eastbound E King Edward Ave @ St. Catherines St,025,"[-123.085285, 49.248521]",Kensington-Cedar Cottage
51523,Eastbound E King Edward Ave @ Glen Dr,025,"[-123.081441, 49.248473]",Kensington-Cedar Cottage
51525,Eastbound E King Edward Ave @ Knight St,025,"[-123.075675, 49.248429]",Kensington-Cedar Cottage
51526,Northbound Nanaimo St @ Kingsway,025,"[-123.057651, 49.242099]",Renfrew-Collingwood
51527,Northbound Nanaimo St @ Brock St,025,"[-123.056503, 49.244157]",Renfrew-Collingwood
51530,Eastbound E 22 Ave @ Slocan St,025,"[-123.049111, 49.250567]",Renfrew-Collingwood
51532,Eastbound E 22 Ave @ Boyd Diversion,025,"[-123.043474, 49.250553]",Renfrew-Collingwood
51533,Eastbound E 22 Ave @ Lillooet St,025,"[-123.038654, 49.250535]",Renfrew-Collingwood
51534,Eastbound E 22 Ave @ Rupert St,025,"[-123.033251, 49.250529]",Renfrew-Collingwood
51535,Eastbound E 22 Ave @ Cassiar St,025,"[-123.030547, 49.250536]",Renfrew-Collingwood
51536,Eastbound E 22 Ave @ Kootenay St,025,"[-123.025808, 49.250584]",Renfrew-Collingwood
51553,Westbound E 22 Ave @ Boundary Rd,025,"[-123.024281, 49.250709]",Renfrew-Collingwood
51554,Westbound E 22 Ave @ Anzio Dr,025,"[-123.028964, 49.250701]",Renfrew-Collingwood
51555,Westbound E 22 Ave @ Rupert St,025,"[-123.034851, 49.250678]",Renfrew-Collingwood
51556,Westbound E 22 Ave @ Windermere St,025,"[-123.036911, 49.250669]",Renfrew-Collingwood
51558,Westbound E 22 Ave @ Renfrew St,025,"[-123.043612, 49.250692]",Renfrew-Collingwood
51560,Nanaimo Station @ Bay 2,025,"[-123.055976, 49.248591]",Renfrew-Collingwood
51561,Southbound Nanaimo St @ E 28 Ave,025,"[-123.056785, 49.24547]",Kensington-Cedar Cottage
51562,Southbound Nanaimo St @ Brock St,025,"[-123.056787, 49.243673]",Kensington-Cedar Cottage
51563,Westbound E King Edward Ave @ Kingsway,025,"[-123.073107, 49.24854]",Kensington-Cedar Cottage
51564,Westbound E King Edward Ave @ Knight St,025,"[-123.076586, 49.248608]",Kensington-Cedar Cottage
51565,Westbound E King Edward Ave @ Inverness St,025,"[-123.080402, 49.248594]",Kensington-Cedar Cottage
51566,Westbound E King Edward Ave @ Windsor St,025,"[-123.084376, 49.248642]",Kensington-Cedar Cottage
51568,Westbound E King Edward Ave @ Fraser St,025,"[-123.090591, 49.248724]",Riley Park
51569,Westbound E King Edward Ave @ St. George St,025,"[-123.094411, 49.248752]",Riley Park
51570,Westbound E King Edward Ave @ Prince Edward St,025,"[-123.097125, 49.248783]",Riley Park
51571,Westbound E King Edward Ave @ Main St,025,"[-123.101632, 49.248868]",Riley Park
51572,Westbound W King Edward Ave @ Ontario St,025,"[-123.105388, 49.248922]",Riley Park
51573,Westbound W King Edward Ave @ Columbia St,025,"[-123.110516, 49.249023]",Riley Park
51574,King Edward Station @ Bay 1,025,"[-123.116003, 49.249121]",South Cambie
51575,Westbound W King Edward Ave @ Heather St,025,"[-123.120844, 49.249205]",South Cambie
51576,Westbound W King Edward Ave @ Laurel St,025,"[-123.125107, 49.249302]",South Cambie
51577,Westbound W King Edward Ave @ Oak St,025,"[-123.128078, 49.249375]",Shaughnessy
51578,Westbound W King Edward Ave @ Selkirk St,025,"[-123.132497, 49.249452]",Shaughnessy
51580,Westbound W King Edward Ave @ Granville St,025,"[-123.139586, 49.24956]",Shaughnessy
51581,Westbound W King Edward Ave @ Marguerite St,025,"[-123.145097, 49.249651]",Shaughnessy
51582,Westbound W King Edward Ave @ Pine Cres,025,"[-123.14792, 49.249695]",Shaughnessy
51583,Westbound W King Edward Ave @ Maple Cres,025,"[-123.151677, 49.251211]",Shaughnessy
51584,Westbound W King Edward Ave @ Arbutus St,025,"[-123.153726, 49.251741]",Arbutus-Ridge
51585,Westbound W King Edward Ave @ Yew St,025,"[-123.156163, 49.251149]",Arbutus-Ridge
51586,Westbound W King Edward Ave @ Valley Dr,025,"[-123.159848, 49.249723]",Arbutus-Ridge
51588,Westbound W King Edward Ave @ Trafalgar St,025,"[-123.165826, 49.248213]",Arbutus-Ridge
51589,Westbound W King Edward Ave @ Balaclava St,025,"[-123.176132, 49.250163]",Dunbar-Southlands
51590,Westbound W King Edward Ave @ Blenheim St,025,"[-123.179077, 49.250183]",Dunbar-Southlands
51592,Westbound W 16 Ave @ Alma St,025; 033,"[-123.18653, 49.258091]",West Point Grey
51593,Westbound W 16 Ave @ Wallace St,025; 033,"[-123.191535, 49.258162]",West Point Grey
51594,Westbound W 16 Ave @ Camosun St,025; 033,"[-123.197604, 49.258254]",West Point Grey
51595,Westbound W 16 Ave @ Discovery St,025; 033,"[-123.203675, 49.258337]",West Point Grey
51596,Westbound W 16 Ave @ Sasamat St,025; 033,"[-123.20978, 49.258432]",West Point Grey
51597,Westbound W 16 Ave @ Blanca St,025; 033,"[-123.21457, 49.258508]",West Point Grey
51603,29th Avenue Station @ Bay 2,029,"[-123.045328, 49.244186]",Renfrew-Collingwood
51604,Southbound Rupert St @ School Ave,026,"[-123.04321, 49.234833]",Renfrew-Collingwood
51605,Southbound Rupert St @ E 41 Ave,026,"[-123.043201, 49.232545]",Killarney
51606,Southbound Rupert St @ E 43 Ave,026,"[-123.043216, 49.230767]",Killarney
51607,Southbound Rupert St @ E 45 Ave,026,"[-123.043214, 49.228961]",Killarney
51608,Southbound Rupert St @ Kerr St,026,"[-123.041563, 49.227481]",Killarney
51610,Southbound Kerr St @ E 49 Ave,026,"[-123.041185, 49.224314]",Killarney
51611,Southbound Kerr St @ E 52 Ave,026,"[-123.041297, 49.221906]",Killarney
51612,Southbound Kerr St @ E 54 Ave,026,"[-123.041405, 49.219855]",Killarney
51613,Southbound Kerr St @ E 56 Ave,026,"[-123.041467, 49.218403]",Killarney
51614,Southbound Kerr St @ E 59 Ave,026,"[-123.041587, 49.216248]",Killarney
51615,Eastbound Rosemont Dr @ Kerr St,026,"[-123.040483, 49.21544]",Killarney
51616,Eastbound Rosemont Dr @ 3200 Block,026,"[-123.036746, 49.215571]",Killarney
51617,Southbound Butler St @ Rosemont Dr,026,"[-123.034529, 49.216166]",Killarney
51618,Eastbound Maquinna Dr @ Stikine Place,026,"[-123.031682, 49.215458]",Killarney
51619,Southbound Champlain Cres @ Langford Ave,026,"[-123.02994, 49.214195]",Killarney
51620,Southbound Champlain Cres @ Marquette Cres,026,"[-123.029816, 49.212376]",Killarney
51621,Northbound Matheson Cres @ Champlain Cres,026; 031,"[-123.026965, 49.21096]",Killarney
51622,Northbound Matheson Cres @ Limewood Place,026; 031,"[-123.025326, 49.211972]",Killarney
51623,Northbound Matheson Cres @ Raintree Court,026; 031,"[-123.025462, 49.21425]",Killarney
51624,Northbound Matheson Cres @ Rumble Ave,026; 031,"[-123.025453, 49.215154]",Killarney
51625,Northbound Matheson Cres @ Borham Cres,026; 031,"[-123.025012, 49.21648]",Killarney
51626,Eastbound Arbor Ave @ Matheson Cres,026; 031,"[-123.024627, 49.217418]",Killarney
51627,Northbound Boundary Rd @ Arbor Ave,026; 031,"[-123.023539, 49.217909]",Killarney
51628,Northbound Boundary Rd @ Hurst Ave,026; 031,"[-123.023547, 49.220212]",Killarney
51629,Westbound E 49 Ave @ Boundary Rd,026; 049,"[-123.024529, 49.222065]",Killarney
51630,Westbound E 49 Ave @ Arlington St,049,"[-123.028307, 49.223442]",Killarney
51631,Northbound Tyne St @ E 49 Ave,026,"[-123.032151, 49.225083]",Killarney
51632,Northbound Tyne St @ E 47 Ave,026,"[-123.032071, 49.226688]",Killarney
51633,Northbound Tyne St @ E 45 Ave,026,"[-123.031961, 49.228978]",Killarney
51634,Northbound Joyce St @ E 45 Ave,026,"[-123.037333, 49.229581]",Killarney
51635,Northbound Joyce St @ Marmion Ave,026,"[-123.03734, 49.231836]",Killarney
51636,Northbound Joyce St @ Kingsway,R4,"[-123.03552, 49.234391]",Renfrew-Collingwood
51638,Northbound Joyce St @ Euclid Ave,026; 027; 041,"[-123.033326, 49.236629]",Renfrew-Collingwood
51640,Southbound Joyce St @ Euclid Ave,026; 027; 041,"[-123.033907, 49.236266]",Renfrew-Collingwood
51641,Southbound Joyce St @ Cherry St,026; 027; 041,"[-123.034898, 49.235265]",Renfrew-Collingwood
51642,Southbound Joyce St @ E 41 Ave,026,"[-123.037497, 49.232718]",Killarney
51644,Eastbound E 45 Ave @ Doman St,026,"[-123.036047, 49.229218]",Killarney
51645,Southbound Tyne St @ E 46 Ave,026,"[-123.032177, 49.228174]",Killarney
51646,Southbound Tyne St @ E 47 Ave,026,"[-123.032301, 49.226166]",Killarney
51647,Eastbound E 49 Ave @ Tyne St,049; 430,"[-123.03149, 49.22453]",Killarney
51648,Eastbound E 49 Ave @ Arlington St,026; 049,"[-123.027926, 49.223027]",Killarney
51649,Southbound Frontenac St @ Hennepin Ave,026,"[-123.026506, 49.221872]",Killarney
51650,Southbound Frontenac St @ Hurst Ave,026,"[-123.026594, 49.220252]",Killarney
51651,Eastbound Hurst Ave @ Boundary Rd,026,"[-123.024161, 49.22009]",Killarney
